customer_id,customer_name,email,phone_number,address
10309,Jeremy May,eric59@example.net,373.901.8396x69860,"PSC 5002, Box 1454
APO AP 57984"
10323,Shannon Keith,fjohnson@example.net,592-470-5107,"645 Shannon Trail
East Andrew, VA 78668"
10334,Rodney Hess,christygreen@example.org,678.732.9517x74945,"8968 Tina Pass Apt. 060
Bonniefort, MP 65820"
10237,Nicholas Smith,fgordon@example.net,711-988-3179x070,"29553 Washington Locks
Port Sonya, MS 61350"
10011,Tammy Miller,tcarroll@example.org,+1-894-304-0790,"52093 Moore Orchard
Ericmouth, MN 50935"
10450,Darren Barron,rphelps@example.com,390-817-9066,"639 Lauren Rue
Kellyton, FM 65012"
10150,Gabriella Cox,john76@example.com,879.509.3734,"397 Mccoy Turnpike
Port Jennifer, SD 25131"
10393,Brandon Casey,figueroanatasha@example.com,650.997.5722,"767 Thompson Station Apt. 019
West Tammytown, WI 24633"
10461,Brenda Love,lrandall@example.net,380.476.1533x5260,"PSC 1513, Box 1183
APO AA 56217"
10109,Christopher Stevens,gonzaleztanya@example.com,934.391.0893,"76496 Hayes Lock
East Chelseyview, IL 51306"
10288,Susan Williams,steve46@example.com,001-431-300-0023,"148 Christopher Glens Apt. 231
Port John, PR 11039"
10229,James Owens,bpotts@example.net,460.387.7950x22770,"1058 Stefanie Route Apt. 174
South Brandi, HI 81734"
10390,Jeffrey Patel,michellesalas@example.net,277-328-7136,"641 Jensen Fords Suite 484
Lake Scotthaven, UT 08985"
10240,Nathan Smith,orojas@example.net,977-800-1746x47992,"85100 George Creek
North Adrian, GA 37406"
10390,Vanessa Romero,ramirezjonathan@example.org,(608)752-1163x71874,"593 Jeffrey Estate Apt. 334
New Samantha, SC 74553"
10171,Michael Miller,zcoleman@example.com,888-771-1506x80294,"PSC 5445, Box 6231
APO AE 79677"
10202,Robert Brown DVM,lauriesmith@example.net,+1-366-631-5625x2332,"75565 Garcia Port
Arthurborough, UT 87003"
10360,Amanda West,codybaker@example.org,+1-674-340-8774x735,"USNS Edwards
FPO AE 27797"
10096,Ronald Richards,murphymaria@example.com,(237)975-8515,"80719 Rodriguez Divide
East Kelly, DE 94070"
